"Locale","Property ID","Property Name","Purchase Price","Base Income (/s)","Upgrade Description","Upgrade Cost","New Income (/s)"
"Rural Thailand","bamboo_hut","Bamboo Hut",750.0,0.8625,"Woven Mats",225.0,1.12
"Rural Thailand","bamboo_hut","Bamboo Hut",750.0,0.8625,"Roof Repair",375.0,1.47
"Rural Thailand","bamboo_hut","Bamboo Hut",750.0,0.8625,"Water Pump",525.0,1.99
"Rural Thailand","stilt_house","Stilt House",1500.0,1.875,"Reinforced Stilts",450.0,2.44
"Rural Thailand","stilt_house","Stilt House",1500.0,1.875,"Mosquito Nets",750.0,3.19
"Rural Thailand","stilt_house","Stilt House",1500.0,1.875,"Porch Addition",1050.0,4.31
"Rural Thailand","teak_cabin","Teak Cabin",3000.0,4.05,"Teak Flooring",900.0,5.27
"Rural Thailand","teak_cabin","Teak Cabin",3000.0,4.05,"Ceiling Fan",1500.0,6.89
"Rural Thailand","teak_cabin","Teak Cabin",3000.0,4.05,"Rainwater System",2100.0,9.32
"Rural Thailand","rice_farmhouse","Rice Farmhouse",7500.0,10.875,"Irrigation Ditch",2250.0,14.14
"Rural Thailand","rice_farmhouse","Rice Farmhouse",7500.0,10.875,"Storage Shed",3750.0,18.49
"Rural Thailand","rice_farmhouse","Rice Farmhouse",7500.0,10.875,"Solar Panels",5250.0,25.01
"Rural Thailand","jungle_bungalow","Jungle Bungalow",15000.0,23.25,"Canopy Roof",4500.0,30.23
"Rural Thailand","jungle_bungalow","Jungle Bungalow",15000.0,23.25,"Outdoor Deck",7500.0,39.53
"Rural Thailand","jungle_bungalow","Jungle Bungalow",15000.0,23.25,"Eco Plumbing",10500.0,53.48
"Rural Thailand","riverside_villa","Riverside Villa",30000.0,49.5,"River Deck",9000.0,64.35
"Rural Thailand","riverside_villa","Riverside Villa",30000.0,49.5,"Fish Pond",15000.0,84.15
"Rural Thailand","riverside_villa","Riverside Villa",30000.0,49.5,"Solar AC",21000.0,113.85
"Rural Thailand","eco_resort","Eco-Resort",75000.0,131.25,"Solar Grid",22500.0,170.63
"Rural Thailand","eco_resort","Eco-Resort",75000.0,131.25,"Bamboo Spa",37500.0,223.13
"Rural Thailand","eco_resort","Eco-Resort",75000.0,131.25,"Jungle Path",52500.0,301.88
"Rural Thailand","hilltop_retreat","Hilltop Retreat",150000.0,277.5,"View Terrace",45000.0,360.75
"Rural Thailand","hilltop_retreat","Hilltop Retreat",150000.0,277.5,"Meditation Room",75000.0,471.75
"Rural Thailand","hilltop_retreat","Hilltop Retreat",150000.0,277.5,"Infinity Pool",105000.0,638.25
"Rural Thailand","teak_mansion","Teak Mansion",300000.0,585.0,"Teak Furniture",90000.0,760.5
"Rural Thailand","teak_mansion","Teak Mansion",300000.0,585.0,"Private Garden",150000.0,994.5
"Rural Thailand","teak_mansion","Teak Mansion",300000.0,585.0,"Smart Home",210000.0,1345.5
"Rural Thailand","tropical_estate","Tropical Estate",750000.0,1537.5,"Orchid Garden",225000.0,1998.75
"Rural Thailand","tropical_estate","Tropical Estate",750000.0,1537.5,"Pool Pavilion",375000.0,2613.75
"Rural Thailand","tropical_estate","Tropical Estate",750000.0,1537.5,"Eco Cooling",525000.0,3536.25
"Mumbai, India","slum_tenement","Slum Tenement",2000.0,2.3,"Brick Walls",600.0,2.99
"Mumbai, India","slum_tenement","Slum Tenement",2000.0,2.3,"Tin Roof",1000.0,3.91
"Mumbai, India","slum_tenement","Slum Tenement",2000.0,2.3,"Basic Plumbing",1400.0,5.29
"Mumbai, India","concrete_flat_mumbai","Concrete Flat",4000.0,5.0,"Window Grilles",1200.0,6.5
"Mumbai, India","concrete_flat_mumbai","Concrete Flat",4000.0,5.0,"Ceiling Fan",2000.0,8.5
"Mumbai, India","concrete_flat_mumbai","Concrete Flat",4000.0,5.0,"Water Tank",2800.0,11.5
"Mumbai, India","small_apartment_mumbai","Small Apartment",10000.0,13.5,"Balcony",3000.0,17.55
"Mumbai, India","small_apartment_mumbai","Small Apartment",10000.0,13.5,"AC Unit",5000.0,22.95
"Mumbai, India","small_apartment_mumbai","Small Apartment",10000.0,13.5,"Kitchen Upgrade",7000.0,31.05
"Mumbai, India","mid_tier_condo","Mid-Tier Condo",20000.0,29.0,"Security Door",6000.0,37.7
"Mumbai, India","mid_tier_condo","Mid-Tier Condo",20000.0,29.0,"Smart Lights",10000.0,49.3
"Mumbai, India","mid_tier_condo","Mid-Tier Condo",20000.0,29.0,"Rooftop Access",14000.0,66.7
"Mumbai, India","bollywood_loft","Bollywood Loft",50000.0,77.5,"Soundproofing",15000.0,100.75
"Mumbai, India","bollywood_loft","Bollywood Loft",50000.0,77.5,"Studio Space",25000.0,131.75
"Mumbai, India","bollywood_loft","Bollywood Loft",50000.0,77.5,"Terrace Garden",35000.0,178.25
"Mumbai, India","high_rise_unit_mumbai","High-Rise Unit",100000.0,165.0,"Glass Walls",30000.0,214.5
"Mumbai, India","high_rise_unit_mumbai","High-Rise Unit",100000.0,165.0,"Smart AC",50000.0,280.5
"Mumbai, India","high_rise_unit_mumbai","High-Rise Unit",100000.0,165.0,"Private Gym",70000.0,379.5
"Mumbai, India","gated_tower","Gated Tower",250000.0,437.5,"Security System",75000.0,568.75
"Mumbai, India","gated_tower","Gated Tower",250000.0,437.5,"Pool Deck",125000.0,743.75
"Mumbai, India","gated_tower","Gated Tower",250000.0,437.5,"Concierge Service",175000.0,1006.25
"Mumbai, India","luxury_flat_mumbai","Luxury Flat",500000.0,925.0,"Marble Flooring",150000.0,1202.5
"Mumbai, India","luxury_flat_mumbai","Luxury Flat",500000.0,925.0,"Home Theater",250000.0,1572.5
"Mumbai, India","luxury_flat_mumbai","Luxury Flat",500000.0,925.0,"Rooftop Lounge",350000.0,2127.5
"Mumbai, India","seafront_penthouse","Seafront Penthouse",1000000.0,1950.0,"Panoramic Windows",300000.0,2535.0
"Mumbai, India","seafront_penthouse","Seafront Penthouse",1000000.0,1950.0,"Private Pool",500000.0,3315.0
"Mumbai, India","seafront_penthouse","Seafront Penthouse",1000000.0,1950.0,"Smart Home",700000.0,4485.0
"Mumbai, India","mumbai_skyscraper","Mumbai Skyscraper",2000000.0,4100.0,"Sky Lounge",600000.0,5330.0
"Mumbai, India","mumbai_skyscraper","Mumbai Skyscraper",2000000.0,4100.0,"Helipad",1000000.0,6970.0
"Mumbai, India","mumbai_skyscraper","Mumbai Skyscraper",2000000.0,4100.0,"Luxury Spa",1400000.0,9430.0
"Ho Chi Minh City, Vietnam","shophouse","Shophouse",3000.0,3.45,"Storefront Sign",900.0,4.49
"Ho Chi Minh City, Vietnam","shophouse","Shophouse",3000.0,3.45,"Second Floor",1500.0,5.87
"Ho Chi Minh City, Vietnam","shophouse","Shophouse",3000.0,3.45,"AC Unit",2100.0,7.94
"Ho Chi Minh City, Vietnam","narrow_flat","Narrow Flat",6000.0,7.5,"Balcony",1800.0,9.75
"Ho Chi Minh City, Vietnam","narrow_flat","Narrow Flat",6000.0,7.5,"Ceiling Fans",3000.0,12.75
"Ho Chi Minh City, Vietnam","narrow_flat","Narrow Flat",6000.0,7.5,"Kitchenette",4200.0,17.25
"Ho Chi Minh City, Vietnam","riverside_hut","Riverside Hut",15000.0,20.25,"River Deck",4500.0,26.33
"Ho Chi Minh City, Vietnam","riverside_hut","Riverside Hut",15000.0,20.25,"Solar Panels",7500.0,34.43
"Ho Chi Minh City, Vietnam","riverside_hut","Riverside Hut",15000.0,20.25,"Waterproofing",10500.0,46.58
"Ho Chi Minh City, Vietnam","modern_apartment_hcmc","Modern Apartment",30000.0,43.5,"Smart Lights",9000.0,56.55
"Ho Chi Minh City, Vietnam","modern_apartment_hcmc","Modern Apartment",30000.0,43.5,"Balcony Garden",15000.0,73.95
"Ho Chi Minh City, Vietnam","modern_apartment_hcmc","Modern Apartment",30000.0,43.5,"AC Upgrade",21000.0,100.05
"Ho Chi Minh City, Vietnam","condo_unit_hcmc","Condo Unit",75000.0,116.25,"Security System",22500.0,151.13
"Ho Chi Minh City, Vietnam","condo_unit_hcmc","Condo Unit",75000.0,116.25,"Rooftop Access",37500.0,197.63
"Ho Chi Minh City, Vietnam","condo_unit_hcmc","Condo Unit",75000.0,116.25,"Gym Room",52500.0,267.38
"Ho Chi Minh City, Vietnam","riverfront_villa","Riverfront Villa",150000.0,247.5,"Private Dock",45000.0,321.75
"Ho Chi Minh City, Vietnam","riverfront_villa","Riverfront Villa",150000.0,247.5,"Outdoor Kitchen",75000.0,420.75
"Ho Chi Minh City, Vietnam","riverfront_villa","Riverfront Villa",150000.0,247.5,"Smart Home",105000.0,569.25
"Ho Chi Minh City, Vietnam","high_rise_suite_hcmc","High-Rise Suite",300000.0,525.0,"Panoramic Windows",90000.0,682.5
"Ho Chi Minh City, Vietnam","high_rise_suite_hcmc","High-Rise Suite",300000.0,525.0,"Private Terrace",150000.0,892.5
"Ho Chi Minh City, Vietnam","high_rise_suite_hcmc","High-Rise Suite",300000.0,525.0,"Luxury Bath",210000.0,1207.5
"Ho Chi Minh City, Vietnam","luxury_tower_hcmc","Luxury Tower",750000.0,1387.5,"Sky Pool",225000.0,1803.75
"Ho Chi Minh City, Vietnam","luxury_tower_hcmc","Luxury Tower",750000.0,1387.5,"Concierge Service",375000.0,2358.75
"Ho Chi Minh City, Vietnam","luxury_tower_hcmc","Luxury Tower",750000.0,1387.5,"Smart Security",525000.0,3191.25
"Ho Chi Minh City, Vietnam","business_loft_hcmc","Business Loft",1500000.0,2925.0,"Office Space",450000.0,3802.5
"Ho Chi Minh City, Vietnam","business_loft_hcmc","Business Loft",1500000.0,2925.0,"High-Speed WiFi",750000.0,4972.5
"Ho Chi Minh City, Vietnam","business_loft_hcmc","Business Loft",1500000.0,2925.0,"Rooftop Lounge",1050000.0,6727.5
"Ho Chi Minh City, Vietnam","saigon_skyline_estate","Saigon Skyline Estate",3000000.0,6150.0,"Sky Terrace",900000.0,7995.0
"Ho Chi Minh City, Vietnam","saigon_skyline_estate","Saigon Skyline Estate",3000000.0,6150.0,"Helipad",1500000.0,10455.0
"Ho Chi Minh City, Vietnam","saigon_skyline_estate","Saigon Skyline Estate",3000000.0,6150.0,"Private Spa",2100000.0,14145.0
"Singapore","hdb_flat","HDB Flat",50000.0,57.5,"Smart Lighting",15000.0,74.75
"Singapore","hdb_flat","HDB Flat",50000.0,57.5,"Balcony Upgrade",25000.0,97.75
"Singapore","hdb_flat","HDB Flat",50000.0,57.5,"AC System",35000.0,132.25
"Singapore","condo_unit_singapore","Condo Unit",100000.0,125.0,"Security System",30000.0,162.5
"Singapore","condo_unit_singapore","Condo Unit",100000.0,125.0,"Pool Access",50000.0,212.5
"Singapore","condo_unit_singapore","Condo Unit",100000.0,125.0,"Smart Home",70000.0,287.5
"Singapore","executive_apartment","Executive Apartment",250000.0,337.5,"Glass Walls",75000.0,438.75
"Singapore","executive_apartment","Executive Apartment",250000.0,337.5,"Private Gym",125000.0,573.75
"Singapore","executive_apartment","Executive Apartment",250000.0,337.5,"Rooftop Deck",175000.0,776.25
"Singapore","sky_terrace","Sky Terrace",500000.0,725.0,"Panoramic Windows",150000.0,942.5
"Singapore","sky_terrace","Sky Terrace",500000.0,725.0,"Terrace Garden",250000.0,1232.5
"Singapore","sky_terrace","Sky Terrace",500000.0,725.0,"Luxury Kitchen",350000.0,1667.5
"Singapore","luxury_condo_singapore","Luxury Condo",1000000.0,1550.0,"Marble Floors",300000.0,2015.0
"Singapore","luxury_condo_singapore","Luxury Condo",1000000.0,1550.0,"Private Pool",500000.0,2635.0
"Singapore","luxury_condo_singapore","Luxury Condo",1000000.0,1550.0,"Smart Security",700000.0,3565.0
"Singapore","marina_view_suite","Marina View Suite",2500000.0,4125.0,"Sky Deck",750000.0,5362.5
"Singapore","marina_view_suite","Marina View Suite",2500000.0,4125.0,"Home Theater",1250000.0,7012.5
"Singapore","marina_view_suite","Marina View Suite",2500000.0,4125.0,"Concierge Service",1750000.0,9487.5
"Singapore","penthouse_tower_singapore","Penthouse Tower",5000000.0,8750.0,"Rooftop Pool",1500000.0,11375.0
"Singapore","penthouse_tower_singapore","Penthouse Tower",5000000.0,8750.0,"Smart Home System",2500000.0,14875.0
"Singapore","penthouse_tower_singapore","Penthouse Tower",5000000.0,8750.0,"Private Elevator",3500000.0,20125.0
"Singapore","sky_villa","Sky Villa",10000000.0,18500.0,"Infinity Pool",3000000.0,24050.0
"Singapore","sky_villa","Sky Villa",10000000.0,18500.0,"Helipad",5000000.0,31450.0
"Singapore","sky_villa","Sky Villa",10000000.0,18500.0,"Luxury Spa",7000000.0,42550.0
"Singapore","billionaire_loft_singapore","Billionaire Loft",25000000.0,48750.0,"Sky Lounge",7500000.0,63375.0
"Singapore","billionaire_loft_singapore","Billionaire Loft",25000000.0,48750.0,"Helipad",12500000.0,82875.0
"Singapore","billionaire_loft_singapore","Billionaire Loft",25000000.0,48750.0,"Private Cinema",17500000.0,112125.0
"Singapore","iconic_skyscraper_singapore","Iconic Skyscraper",50000000.0,102500.0,"Sky Bridge",15000000.0,133250.0
"Singapore","iconic_skyscraper_singapore","Iconic Skyscraper",50000000.0,102500.0,"Helipad",25000000.0,174250.0
"Singapore","iconic_skyscraper_singapore","Iconic Skyscraper",50000000.0,102500.0,"Luxury Suites",35000000.0,235750.0
"Hong Kong","micro_flat","Micro-Flat",75000.0,86.25,"Foldable Furniture",22500.0,112.13
"Hong Kong","micro_flat","Micro-Flat",75000.0,86.25,"Smart Storage",37500.0,146.63
"Hong Kong","micro_flat","Micro-Flat",75000.0,86.25,"AC Unit",52500.0,198.38
"Hong Kong","small_apartment_hk","Small Apartment",150000.0,187.5,"Balcony",45000.0,243.75
"Hong Kong","small_apartment_hk","Small Apartment",150000.0,187.5,"Smart Lights",75000.0,318.75
"Hong Kong","small_apartment_hk","Small Apartment",150000.0,187.5,"Kitchen Upgrade",105000.0,431.25
"Hong Kong","mid_rise_unit","Mid-Rise Unit",300000.0,405.0,"Security System",90000.0,526.5
"Hong Kong","mid_rise_unit","Mid-Rise Unit",300000.0,405.0,"Rooftop Access",150000.0,688.5
"Hong Kong","mid_rise_unit","Mid-Rise Unit",300000.0,405.0,"Smart AC",210000.0,931.5
"Hong Kong","harbor_view_flat","Harbor View Flat",750000.0,1087.5,"Glass Walls",225000.0,1413.75
"Hong Kong","harbor_view_flat","Harbor View Flat",750000.0,1087.5,"Private Terrace",375000.0,1848.75
"Hong Kong","harbor_view_flat","Harbor View Flat",750000.0,1087.5,"Luxury Bath",525000.0,2501.25
"Hong Kong","luxury_condo_hk","Luxury Condo",1500000.0,2325.0,"Marble Floors",450000.0,3022.5
"Hong Kong","luxury_condo_hk","Luxury Condo",1500000.0,2325.0,"Home Theater",750000.0,3952.5
"Hong Kong","luxury_condo_hk","Luxury Condo",1500000.0,2325.0,"Smart Security",1050000.0,5347.5
"Hong Kong","peak_villa","Peak Villa",3000000.0,4950.0,"Sky Deck",900000.0,6435.0
"Hong Kong","peak_villa","Peak Villa",3000000.0,4950.0,"Private Pool",1500000.0,8415.0
"Hong Kong","peak_villa","Peak Villa",3000000.0,4950.0,"Panoramic Lounge",2100000.0,11385.0
"Hong Kong","skyline_suite_hk","Skyline Suite",7500000.0,13125.0,"Rooftop Pool",2250000.0,17062.5
"Hong Kong","skyline_suite_hk","Skyline Suite",7500000.0,13125.0,"Smart Home System",3750000.0,22312.5
"Hong Kong","skyline_suite_hk","Skyline Suite",7500000.0,13125.0,"Private Elevator",5250000.0,30187.5
"Hong Kong","penthouse_tower_hk","Penthouse Tower",15000000.0,27750.0,"Infinity Pool",4500000.0,36075.0
"Hong Kong","penthouse_tower_hk","Penthouse Tower",15000000.0,27750.0,"Helipad",7500000.0,47175.0
"Hong Kong","penthouse_tower_hk","Penthouse Tower",15000000.0,27750.0,"Luxury Spa",10500000.0,63825.0
"Hong Kong","billionaire_mansion","Billionaire Mansion",30000000.0,58500.0,"Sky Lounge",9000000.0,76050.0
"Hong Kong","billionaire_mansion","Billionaire Mansion",30000000.0,58500.0,"Helipad",15000000.0,99450.0
"Hong Kong","billionaire_mansion","Billionaire Mansion",30000000.0,58500.0,"Private Cinema",21000000.0,134550.0
"Hong Kong","victoria_peak_estate","Victoria Peak Estate",75000000.0,153750.0,"Grand Terrace",22500000.0,199875.0
"Hong Kong","victoria_peak_estate","Victoria Peak Estate",75000000.0,153750.0,"Helipad",37500000.0,261375.0
"Hong Kong","victoria_peak_estate","Victoria Peak Estate",75000000.0,153750.0,"Luxury Suites",52500000.0,353625.0
"Lisbon, Portugal","stone_cottage","Stone Cottage",10000.0,11.5,"Wooden Beams",3000.0,14.95
"Lisbon, Portugal","stone_cottage","Stone Cottage",10000.0,11.5,"Fireplace",5000.0,19.55
"Lisbon, Portugal","stone_cottage","Stone Cottage",10000.0,11.5,"Tile Roof",7000.0,26.45
"Lisbon, Portugal","townhouse","Townhouse",20000.0,25.0,"Balcony",6000.0,32.5
"Lisbon, Portugal","townhouse","Townhouse",20000.0,25.0,"Modern Kitchen",10000.0,42.5
"Lisbon, Portugal","townhouse","Townhouse",20000.0,25.0,"Solar Panels",14000.0,57.5
"Lisbon, Portugal","riverside_flat","Riverside Flat",50000.0,67.5,"River View Windows",15000.0,87.75
"Lisbon, Portugal","riverside_flat","Riverside Flat",50000.0,67.5,"Terrace",25000.0,114.75
"Lisbon, Portugal","riverside_flat","Riverside Flat",50000.0,67.5,"Smart AC",35000.0,155.25
"Lisbon, Portugal","renovated_villa","Renovated Villa",100000.0,145.0,"Garden Patio",30000.0,188.5
"Lisbon, Portugal","renovated_villa","Renovated Villa",100000.0,145.0,"Pool Addition",50000.0,246.5
"Lisbon, Portugal","renovated_villa","Renovated Villa",100000.0,145.0,"Wine Cellar",70000.0,333.5
"Lisbon, Portugal","coastal_bungalow","Coastal Bungalow",250000.0,387.5,"Sea Deck",75000.0,503.75
"Lisbon, Portugal","coastal_bungalow","Coastal Bungalow",250000.0,387.5,"Outdoor Shower",125000.0,658.75
"Lisbon, Portugal","coastal_bungalow","Coastal Bungalow",250000.0,387.5,"Smart Home",175000.0,891.25
